TF	EntrezID	Complex_Name	PubMedID	Proteins	V2	V2	V2	V2	V2	SYMBOL	GENE_ID_Check
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED14	618	331	286	306	135	MED14	ENSG00000180182
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED24	685	632	425	1171	243	MED24	ENSG00000008838
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED6	204	110	103	177	99	MED6	ENSG00000133997
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	CCNC	709	500	472	437	119	CCNC	ENSG00000112237
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	CDK8	213	48	61	107	41	CDK8	ENSG00000132964
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	EP300	1909	1084	2516	1417	575	EP300	ENSG00000100393
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED21	262	125	156	145	48	MED21	ENSG00000152944
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED1	796	461	1122	1262	186	MED1	ENSG00000125686
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	NCOA1	590	615	763	530	195	NCOA1	ENSG00000084676
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	ESR2	5	387	164	109	465	ESR2	ENSG00000140009
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED12	518	268	321	353	138	MED12	ENSG00000184634
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED10	184	49	303	169	36	MED10	ENSG00000133398
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED20	143	93	162	130	34	MED20	ENSG00000124641
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED17	83	252	104	106	52	MED17	ENSG00000042429
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED13	1382	1041	1521	1521	485	MED13	ENSG00000108510
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED23	177	325	325	286	145	MED23	ENSG00000112282
EP300	2033	ESR2-TRAP/Mediator coactivator complex	11867769	MED16	409	108	209	405	86	MED16	ENSG00000175221
ZFX	7543	No complex	No complex	ZFX	585	334	284	395	156	ZFX	ENSG00000005889
TFE3	7030	No complex	No complex	TFE3	557	175	469	417	102	TFE3	ENSG00000068323
KLF8	11279	No complex	No complex	KLF8	332	84	315	538	34	KLF8	ENSG00000102349
ZBTB33	0	No Expressed Complexes	No Expressed Complexes	ZBTB33	0	0	0	0	0	ZBTB33	ENSG00000177485
